Category,Sub-Category,Status,"Asset Name","Last Quarter","Last Quarter Revenue (millions)","Nanalyze Valuation Ratio",ETF,SPAC,"Primary Ticker","Secondary Ticker","Refinitiv Lookup","Price as of 7/16/2021","Market Cap
(millions)",Currency,"Avg. Purchase Price","Gain Loss","Nanalyze Notes","Latest Article Date","Latest Article"
"Green Technology","Renewable Energy",Avoiding,Heliogen,,,,,,ATHN,,#VALUE!,9.94,333.6527,USD,,,"Concentrated solar power has been plagued with problems and cannot compete with traditional solar power. We don't think that a new approach is going to make it economically viable.",2021/07/10,https://www.nanalyze.com/2021/07/heliogen-stock-concentrated-solar/
"Green Technology","Renewable Energy",Avoiding,"TPI Composites",,,,,,TPIC,,#VALUE!,44.24,1624.118,USD,,,"Around 93% of their revenues come from 4 customers which is too concentrated for our tastes. We're already holding Next Era Energy - majority play on wind energy - so no need to dabble here.",2016/07/05,https://www.nanalyze.com/2016/07/wind-energy-stock-tpi-composites/
"Green Technology","Renewable Energy",Avoiding,"Ocean Power Technologies",,,,,,OPTT,,#VALUE!,2,101.97152,USD,,,"Miniscule revenues, lots of shareholder dilution. When a company’s history includes SEC investigations and class action lawsuits from shareholders, we’re definitely not down with OPTT.",2021/07/14,https://www.nanalyze.com/2021/07/wave-energy-stocks-ocean-power/
"Green Technology","Renewable Energy",Avoiding,"Eco Wave Power Global",,,,,,WAVE,,#VALUE!,10.64,468.0914,USD,,,"Shares were offered in USA as ADR and they jumped 275% on second day of trading after halting 5X. Can you say Robinhood hype? Pre-revenue business and they can't say when revs will happen.",2021/07/14,https://www.nanalyze.com/2021/07/wave-energy-stocks-ocean-power/
"Green Technology","Renewable Energy",Avoiding,"Carnegie Clean Energy",,,,,,CCE.AX,CWGYF,#VALUE!,0.0025,29.40515,AUD,,,"After nearly avoiding bancruptcy, miniscule revenues trickling in, they’re now predicting waves with machine learning, and receiving more grants. Nothing to see here. ",2021/07/14,https://www.nanalyze.com/2021/07/wave-energy-stocks-ocean-power/
"Green Technology","Waste Management",Avoiding,Covanta,,,,,,CVA,,#VALUE!,16.95,2253.889,USD,,,"It's an environment full of regulatory risk - subsidies, penalties, regulations, restrictions - that we think presents too much risk and not enough potential for reward, at least when it comes to shareholders. ",2019/07/05,https://www.nanalyze.com/2019/08/waste-to-energy-stock/
"Green Technology","Waste Management",Avoiding,Envipco,,,,,,ENVI.AS,,#VALUE!,9.77,252.79875,USD,,,"About 90% of its revenues actually comes from its U.S. operations, while all of the real growth (about 17%) came from its European markets. Way too small for us with $41 million market cap.",2020/06/23,"https://www.nanalyze.com/2020/06/recycling-vending-machines/ "
"Green Technology","Waste Management",Avoiding,"Loop Industries",,,,,,LOOP,,#VALUE!,12.99,551.2088,USD,,," It’s easy to make be all goody green investor when you’re sailing through life on the coattails of the biggest bull market ever. We're not convinced this biz model is very resilient to economic turmoil.",2020/03/16,https://www.nanalyze.com/2020/03/stock-investing-recycled-plastics/
"Green Technology","Waste Management",Avoiding,"Tomra Systems",,,,,,TOM.OL,,#VALUE!,465.4,68888.55,NOK,,,"Half of its revenues is tied into recycling vending machines, a business with a big Achilles heel in that it mostly relies on the largesse of government-mandated container deposit systems. ",2020/06/23,"https://www.nanalyze.com/2020/06/recycling-vending-machines/ "
"Green Technology","Water Tech",Liking,"Consolidated Water Co",4Q2020,15.15,3.1030082508250825,,,CWCO,,#VALUE!,12.37,188.0423,USD,,,"We are going to stay on the sidelines given CWCO falls under our market cap threshold of $1 billion and they're a very small fish in a big pond. ",2019/07/15,https://www.nanalyze.com/2019/07/caribbean-desalination-stock/
IoT,"Alternative Data",Avoiding,Otonomo,,,,,,OTMO,,"Not available yet","Not available yet","Not available yet","Not available yet",,,"Forty million cars look like some great traction, so we’re shocked to see they’re expecting only about $400,000 in revenues for 2020. That’s not a typo. We don't like ""build it and they will come"" products.",2021/02/18,https://www.nanalyze.com/2021/02/investing-automotive-data-otonomo-stock/
IoT,Cybersecurity,Avoiding,Blackberry,,,,,,BB,,#VALUE!,12.9,9014.209,USD,,,"We’re not keen on getting into a position based on plans and projections alone, so we’re avoiding BB for the time being. This actually needs an update. (Makes mental note.)",2018/11/18,https://www.nanalyze.com/2018/11/blackberry-enterprise-things-stock/
IoT,"Enterprise AI",Loving,C3,1Q2021,49.11,30.406923233557322,,,AI,,#VALUE!,59.18,5973.136,USD,71.65,-0.1740404745289603,"Leader in enterprise AI but heavily hyped right now. Opened a small position as a line in the sand. Will buy on dips below avg purchase price.",2020/11/14,https://www.nanalyze.com/2020/11/c3-ai-enterprise-artificial-intelligence-stock/
IoT,"Industrial IoT",Loving,Trimble,2Q2021,886.5,5.728458881556684,,,TRMB,,#VALUE!,80.94,20313.115194,USD,WIP,WIP,"Trimble presents a very compelling thesis with their focus on “large markets historically underserved by technology” - agriculture, construction, and transportation. Oh, and some geospatial thrown in.",2021/06/22,https://www.nanalyze.com/2021/06/trimble-stock/
IoT,"Industrial IoT",Loving,TeamViewer,1Q2021,118.33,14.413794050536636,,,TMV.DE,TMVWF,#VALUE!,33.91,6822.337,EUR,33.71,0.005932957579353181,"Compared to all the hype around Zoom, this is a company that's flying under the radar with no pandemic hype. Will add to position on dip below average purchase price.",2020/11/16,https://www.nanalyze.com/2020/11/teamviewer-german-internet-of-things-stock/
IoT,"Industrial IoT",Liking,"Ptc Inc. ",1Q2021,461.79,8.334751726975465,,,PTC,,#VALUE!,131.75,15395.62,USD,,,"Provides diversified exposure to multiple disruptive technology themes, but we’ve opted to
hold Teamviewer AG instead. ",2019/11/13,https://www.nanalyze.com/2019/11/investing-iot-augmented-reality-ptc-inc/
IoT,"IoT - General",Liking,"Global X Internet of Things",,,,Y,,SNSR,,#VALUE!,34.64,437.517,USD,,,"If we combine the 21.6% of holdings that we don’t believe should be classified as IoT, along with the 27.5% semiconductor companies, that means nearly half of this ETF contains exposure we don’t want.",2020/10/24,"https://www.nanalyze.com/2020/10/invest-iot-etf/ "
IoT,"IoT Sensors",Liking,"Impinj, Inc.inc",1Q2021,45.25,6.633734806629834,,,PI,,#VALUE!,49.88,1200.706,USD,,,"we think there’s far too much uncertainty around the relationship between Impinj and Avery Dennison for our liking, so we’re going to pass on Impinj for now.",2021/05/04,https://www.nanalyze.com/2021/05/impinj-stock-buy/
IoT,"IoT Sensors",Avoiding,"Rockwell Automation",,,,,,ROK,,#VALUE!,271.71,31539.2,USD,,,"Since Rockwell appears to be playing catchup, and they have a large ship to turn around, we’re avoiding them.",2020/07/31,https://www.nanalyze.com/2020/07/leading-industrial-automation-stock/
IoT,"Smart Cities",Loving,Alarm.com,1Q2021,172.5,6.006323188405798,,,ALRM,,#VALUE!,83.29,4144.363,USD,69.71,0.1948070578109312,"Out of four companies doing smart home security, Alarm.com stood out as a firm doing that and a whole lot more. Buying at dips below avg. purchase price.",2020/11/12,https://www.nanalyze.com/2020/11/iot-investors-buy-alarm-com-stock/
IoT,"Smart Cities",Liking,"Evolv Technology",,,,,Y,NHIC,,#VALUE!,9.97,214.978125,USD,,,"We can't figure out how revenues are recorded. If you look at bookings, it all looks good, but revenues aren't growing. We'll wait until they have some proper filings to look at.",2021/03/17,https://www.nanalyze.com/2021/03/evolv-technology-stock-smart-city-security/
IoT,"Smart Cities",Liking,"Xylem Inc.",1Q2021,1260,4.0516507936507935,,,XYL,,#VALUE!,113.42,20420.32,USD,,,"Revenue growth lagged last year but an interesting play on both water technology and IoT which is worth keeping on the radar. ",2019/10/22,https://www.nanalyze.com/2019/10/smart-water-technology-xylem/
IoT,"Smart Cities",Avoiding,ADT,,,,,,ADT,,#VALUE!,10.9,8939.309,USD,,,"When you need to start doing a sensitivity analysis to understand a company’s future potential, it’s too complex to invest in.",2020/10/26,https://www.nanalyze.com/2020/10/smart-home-stocks/
IoT,"Smart Cities",Avoiding,Resideo,,,,,,REZI,,#VALUE!,28.41,4086.79,USD,,,"While Resideo has meaningful international revenues, around 97% are outlined in contracts and satisfied at a single point in time. We want a recurring revenue business model. ",2020/10/26,https://www.nanalyze.com/2020/10/smart-home-stocks/
IoT,"Smart Cities",Avoiding,View,,,,,Y,CFIIU,,#VALUE!,8.91,2045.528,USD,,,"This is a capital-intensive business that’s decided to go public via SPAC and needs to start executing like mad selling a product that - last we checked - was way too expensive for mainstream.",2020/12/03,https://www.nanalyze.com/2020/12/smart-glass-windows-view-stock/
IoT,"Smart Cities",Avoiding,"Vivint Smart Home",,,,,,VVNT,,#VALUE!,14.48,3021.554,USD,,,"The main concern we have right now is how highly leveraged the company is with debt of $3.3 billion. We have chosen to invest in Alarm.com instead.",2020/10/26,https://www.nanalyze.com/2020/10/smart-home-stocks/
IoT,"Smart Cities",Avoiding,Procore,,,,,,PCOR,,#VALUE!,91.05,11752.26,USD,,,"This is the type of company you want to buy when there’s a recession, not when times are good. As risk-averse investors, we try to avoid stocks that will be heavily impacted by economic downturns.",2021/06/21,https://www.nanalyze.com/2021/05/procore-construction-tech-stock/
IoT,"Smart Cities",Avoiding,Matterport,,,,,Y,GHVI,,#VALUE!,14.56,627.9,USD,,,"This SPAC deal hasn't even closed and shares are trading at 40% premium. We're  concerned how resilient this business model is in economic downturn. Big TAM opportunity, but we're avoiding.",2021/05/25,https://www.nanalyze.com/2021/05/matterport-stock-real-estate/
"Life Sciences","AI Healthcare",Liking,Volpara,3Q2020,4.73,15.474741014799154,,,VHT.AX,VPAHF,#VALUE!,1.165,292.7821,AUD,,,"We used to own this little company before we created our minimum market cap rule - must be staying consistently above $1 billion. (That rule totally helps you sleep better at night.)",2017/09/07,https://www.nanalyze.com/2017/09/breast-density-volpara-health-technologies-vht/
"Life Sciences","Cancer Blood Tests",Avoiding,Angle,,,,,,AGL.L,,#VALUE!,7.03,5819.136,USD,,,"The slightest trickle of revenues are starting to appear but trending in the wrong direction. The company also falls under our $1 billion market cap cutoff.",2016/06/26,https://www.nanalyze.com/2016/06/angle-liquid-biopsy-stock-sale-brexit/
"Life Sciences","Cellular Medicine",Liking,"MaxCyte ",,,,,,MXCT.L,,#VALUE!,898,770.0074,GBp,,,"Great device/consumables play, but we're not looking for more exposure to “the single cell revolution.” 10X Genomics appears to be emerging as a leader in this space, so that’s our bet..",2021/05/26,https://www.nanalyze.com/2021/05/maxcyte-stock-investing-cell-therapy/
"Life Sciences","Cellular Medicine",Avoiding,Cellularity,,,,,Y,GXGX,,#VALUE!,10.2,366.5625,USD,,,"Cellularityis too complicated for the average investor to understand. If an investment deck doesn’t use the word “revenue” once, they’re not speaking the same language as investors.",2021/05/14,https://www.nanalyze.com/2021/05/disruptive-technology-spacs/
"Life Sciences","Digital Medicine",Avoiding,"Pear Medicine",,,,,Y,THMA,,#VALUE!,9.87,340.515,USD,,,"We’re skeptical of the company’s value proposition. There have only been a handful of clinical trials to date on Pear’s products and on digital therapeutics in general. And it's a SPAC, so…",2021/07/03,https://www.nanalyze.com/2021/07/pear-therapeutics-stock/
"Life Sciences","Drug Discovery",Avoiding,"Science 37",,,,,Y,LSAQ,,#VALUE!,10.05,100.613565,USD,,,"Revenues, yes, but a “significant percentage” of revenues come from a concentrated group of clients. We’ll check back when they file some proper regulatory filing documents. ",2021/06/23,https://www.nanalyze.com/2021/06/science-37-stock-decentralized-clinical-trials/
"Life Sciences","Enterprise AI",Liking,"Health Catalyst",1Q2021,55.85,10.871114592658907,,,HCAT,,#VALUE!,54.55,2428.607,USD,,,"Growth company, with a SaaS business model targeting an industry that’s a complete mess of inefficiencies. Medicity acquisition pay pose operational risks.",2020/01/01,https://www.nanalyze.com/2020/01/stock-healthcare-data-analytics/
"Life Sciences","Genetics Testing",Loving,"Guardant Health",1Q2021,78.67,38.625842125333676,,,GH,,#VALUE!,120.2,12154.78,USD,103,0.16699029126213594,"There are a lot of players in this space and Guardant seems to be in a leadership position. We may consider adding below avg. purchase price.",2020/09/07,https://www.nanalyze.com/2020/09/liquid-biopsy-stock/
"Life Sciences","Genetics Testing",Loving,Invitae,1Q2021,103.62,16.588281702374058,,,NVTA,,#VALUE!,32.79,6875.511,USD,34.54,-0.0506658946149392,"Provides pure-play exposure to genetics testing and also acquired AcherDX for some bolt-on precision oncology. Long and may add under purchase price.",2020/06/24,https://www.nanalyze.com/2020/06/invitae-stock-genetics-testing/
"Life Sciences","Genetics Testing",Liking,Centogene,4Q2020,70.25,0.7760854092526691,,,CNTG,,#VALUE!,9.86,218.08,USD,,,"Burning cash like mad while trying to grow revenues. Market cap of $243 million falls under our market cap cutoff of $1 billion.",2019/11/04,https://www.nanalyze.com/2019/11/genetic-testing-rare-diseases/
"Life Sciences","Genetics Testing",Liking,Exact,1Q2021,402.08,13.495193742538799,,,EXAS,,#VALUE!,126.52,21704.59,USD,,,"Exact has a stool sample test and is getting into cancer blood tests. We already have plenty of exposure to that theme - we hold Guardant, Illumina (Grail), and Invitae (ArcherDX). Passing.",2018/09/15,https://www.nanalyze.com/2018/09/exact-sciences-stock/
"Life Sciences","Genetics Testing",Avoiding,23andMe,,,,,Y,VGAC,,#VALUE!,12.59,800.3306,USD,,,"We believe the business model Invitae is working towards is an easier path to take than direct-to-consumer so we’re avoiding 23andMe in favor of Invitae.",2021/02/05,https://www.nanalyze.com/2021/02/23andme-stock-genetics-testing/
"Life Sciences","Genetics Testing",Avoiding,Biodesix,,,,,,BDSX,,#VALUE!,15.65,420.375,USD,,,"Did the pandemic pivot into COVID testing. Why?  We’re not convinced they’re in a good position to
capitalize on the precision oncology opportunity in the face of competitors like Guardant.",2020/10/22,https://www.nanalyze.com/2020/10/biodesix-lung-cancer-diagnostics-stock/
"Life Sciences",Genomics,Loving,Illumina,2Q2021,1090,15.27508256880734,,,ILMN,,#VALUE!,456.16,66599.36,USD,153.29,1.975797507991389,"Commands a 75% market share in next-generation sequencing machines and nearly 70% of the revenues come from consumables. Also getting into cancer blood testing. Holding long.",2020/10/31,https://www.nanalyze.com/2020/10/why-is-illumina-stock-price-falling/
"Life Sciences",Genomics,Loving,"10X Genomics",1Q2021,105.82,50.43536193536194,,,TXG,,#VALUE!,194.43,21348.28,USD,148.61,0.30832380055177977,"The company can’t sell its original product anymore, as it infringed on certain competitor patents. The ruling resulted in further litigation that is still pending. Needs update.",2019/08/24,https://www.nanalyze.com/2019/08/10x-genomics-single-cell-sequencing/
"Life Sciences",Genomics,Liking,"Bgi Genomics Co.",1Q2021,1560,7.890905448717949,,,300676.SZ,,#VALUE!,118.96,49239.25,CNY,,,"We're overweight Illumina as a top-three position and don't fell the need to add more exposure to next-generation sequncing (letting our winner ride). Also China is risky these days.",2017/07/20,https://www.nanalyze.com/2017/07/bgi-genomics-ipo-chinese-illumina/
"Life Sciences",Genomics,Liking,Personalis,1Q2021,20.88,12.95380747126437,,,PSNL,,#VALUE!,24.64,1081.902,USD,,,"Half of the company’s revenues come from a government program. Additionally, PSNL’s market cap of $734 million sits below our market cap cutoff of $1 billion.",2020/08/19,https://www.nanalyze.com/2020/08/cancer-genomics-stock/
"Life Sciences",Genomics,Avoiding,"Bionano Genomics",,,,,,BNGO,,#VALUE!,7.62,2124.834,USD,,,"Revenue growth is trending in the wrong direction and the stock has been massively hyped in 2020 based on ARK Invest rumors. Avoiding the hype and waiting for the revenues to come.",2018/07/15,https://www.nanalyze.com/2018/07/bionano-genomics-stock-ipo/
"Life Sciences",Genomics,Avoiding,"Pacific Biosciences",,,,,,PACB,,#VALUE!,29.15,5782.571,USD,,,"Heavily hyped - up over 800% in six months. We’re sticking with Illumina and will take another look at PACB when the dust settles and/or when they break the $100 million annual revenue mark.",2021/02/10,https://www.nanalyze.com/2021/02/pacific-biosciences-stock-dropping/
"Life Sciences","Life Sciences - General",Avoiding,Augmedix,,,,,,AUGX,,#VALUE!,5.85,158.493055,USD,,,"They're competing with companies like Nuance which may soon be part of Microsoft. They're also doing all the transcription manually which defeats the purpose.",2020/10/18,"https://www.nanalyze.com/2020/10/augmedix-stock-remote-clinical-documentation/ "
"Life Sciences","Life Sciences - General",Avoiding,Moderna,,,,,,MRNA,,#VALUE!,199.19,79980.32,USD,,,"We have always considered coronavirus to be a temporary investment thesis with an extremely high level of uncertainty ahead of it. There’s too much risk here for us, so we’re avoiding Moderna.",2020/03/11,https://www.nanalyze.com/2020/03/moderna-coronavirus-vaccine/
"Life Sciences","Medical Devices",Liking,"Butterfly Network",1Q2021,12.443,53.615627260307,,Y,LGVW,,#VALUE!,13.95,2668.557,USD,,,"We already have a decent amount of exposure to the medical device theme (JNJ,MDT,SYK). Not overly keen to invest here, particularly given their choice to IPO using a SPAC. $10 per share is maybe fair price.",2020/11/30,https://www.nanalyze.com/2020/11/butterfly-network-stock-ultrasounds/
"Life Sciences","Medical Devices",Liking,Dexcom,1Q2021,505,20.02529702970297,,,DXCM,,#VALUE!,418.29,40451.1,USD,,,"Appears to have plenty of growth and opportunity in front of them. Fairly niche play in just treating a single condition - diabetes. Avoiding unless shares are at bargain basement prices.",2020/07/18,https://www.nanalyze.com/2020/07/large-cap-diabetes-stock-growing/
"Life Sciences","Medical Devices",Liking,"Irhythm Technologies",1Q2021,74.31,6.399074821692907,,,IRTC,,#VALUE!,64.91,1902.061,USD,,,"We're already playing the telehealth theme with Livongo and Teladoc. Stock price recently spiked on no apparent news.  ECG data will be valuable. Watching and waiting for mean reversion to revisit,",2019/06/11,https://www.nanalyze.com/2019/06/irhythm-stock-cardiac-monitoring-ai/
"Life Sciences","Regenerative Medicine",Avoiding,Mesoblast,,,,,,MESO,,#VALUE!,8.5,1136.259,USD,,,"Mesoblast has attached themselves to the pandemic with their own value proposition. They appears to be growing revenues but the stock is volatile and right at our MC threshold.",2020/05/17,"https://www.nanalyze.com/2020/05/mesoblast-stock-soars-cellular-medicine/ "
"Life Sciences","Regenerative Medicine",Avoiding,Humacyte,,,,,Y,AHAC,,#VALUE!,10.17,130.7354,USD,,,"The product won’t be ready until 2023. As every project manager knows, getting a development team to meet their go-to-market deadlines is painfully difficult.",2021/05/14,https://www.nanalyze.com/2021/05/disruptive-technology-spacs/
"Life Sciences","Regenerative Medicine",Avoiding,"Collplant Biotechnologies",,,,,,CLGN,,#VALUE!,20.06,205.7731,USD,,,"This small company may have a great story, but it’s far too risky for our liking, no matter what the market cap happens to be. There are some red flags we can't ignore.",2021/06/20,https://www.nanalyze.com/2021/06/collplant-stock-collagen-3dbioprinting-bioinks/
"Life Sciences",Telemedicine,Loving,"Teladoc Health",1Q2021,453.68,13.309998236642567,,,TDOC,,#VALUE!,156.31,24153.92,USD,170.97,-0.08574603731648825,"Teladoc wants to do more than just telemedicine with their purchase of Livongo for remote patient care. May add to position under avg. purchase price. ",2020/09/03,https://www.nanalyze.com/2020/09/telehealth-virtual-doctor-visits/
"Life Sciences",Telemedicine,Avoiding,Amwell,,,,,,AMWL,,#VALUE!,13.48,3249.123,USD,,,"Pro-forma revenues for Teladoc in 2019 would have been nearly 5X larger than Amwell’s. We're sticking with Teladoc because they seem more focused on the bigger picture ""telemedicine"" thesis.",2020/09/03,https://www.nanalyze.com/2020/09/telehealth-virtual-doctor-visits/
"Life Sciences",Telemedicine,Avoiding,Talkspace,,,,,Y,TALK,,#VALUE!,5.69,866.334933,USD,,,"Staying long/strong Teladoc and avoiding any smaller telemedicine contenders. Plenty of consolidation to be had in  mental health telehealth space and few barriers to entry for newcomers.",2021/04/11,https://www.nanalyze.com/2021/04/talkspace-stock-mental-health-stock/
"Life Sciences",Telemedicine,Avoiding,"Babylon Health",,,,,Y,KURI,,"Alkuri Global Acquisition Corp.",9.88,426.075,USD,,,"Given the company is going public using a SPAC, there's not enouhg information to properly evaluate the opportunity. Regardless, we're sticking with telehealth leader Teladoc.",2021/06/18,https://www.nanalyze.com/2021/06/babylon-health-stock-telehealth/
Nanotechnology,"Drug Discovery",Avoiding,AbCellera,,,,,,ABCL,,#VALUE!,23.19,6282.771,USD,,,"As risk-averse investors, we avoid companies with unpredictable cash flows. The AbCellera story is admittedly quite compelling, but we don’t invest in stories.",2021/05/09,https://www.nanalyze.com/2021/05/abcellera-stock-antibodies-drugs/
Nanotechnology,"Gene Editing",Loving,"CRISPR Therapeutics",,,,,,CRSP,,#VALUE!,127.83,9685.543,USD,65.03,0.9657081347070582,"Part of a group of three - CRSP, EDIT, NTLA. These are the original three gene editing stocks with the most compelling collection of intelectual property. Will consider adding below avg. purchase price.",2021/02/03,https://www.nanalyze.com/2021/02/three-biggest-gene-editing-stocks/
Nanotechnology,"Gene Editing",Loving,"Editas Medicine",,,,,,EDIT,,#VALUE!,35.88,2437.488,USD,25.21,0.4232447441491472,"Part of a group of three - CRSP, EDIT, NTLA. These are the original three gene editing stocks with the most compelling collection of intelectual property. Will consider adding below avg. purchase price.",2021/02/03,https://www.nanalyze.com/2021/02/three-biggest-gene-editing-stocks/
Nanotechnology,"Gene Editing",Loving,"Intellia Therapeutics",,,,,,NTLA,,#VALUE!,75.92,5174.221,USD,13.12,4.786585365853659,"Part of a group of three - CRSP, EDIT, NTLA. These are the original three gene editing stocks with the most compelling collection of intelectual property. Will consider adding below avg. purchase price.",2021/02/03,https://www.nanalyze.com/2021/02/three-biggest-gene-editing-stocks/
Nanotechnology,"Gene Editing",Liking,"Caribou Biosciences",,,,,,CRBU,,#VALUE!,"Not available yet","Not available yet","Not available yet",,,"Also one of gene editing's pioneers, Caribou was late to IPO. They're a drug discovery company so extremely risky. We don't see the need to add them in light of our current holdings.",2021/07/05,https://www.nanalyze.com/2021/07/caribou-sciences-stock-gene-editing/
Nanotechnology,"Gene Editing",Avoiding,"Beam Therapeutics",,,,,,BEAM,,#VALUE!,85,5319.1368,USD,,,"It's a gene editing company with a single-letter method of editing that's pre-revenues with a large pipeline of candidates subject to the whims of regulators. Too much risk.",2019/09/30,https://www.nanalyze.com/2019/09/base-editing-ipo-beam-therapeutics/
Nanotechnology,"Gene Editing",Avoiding,Calyxt,,,,,,CLXT,,#VALUE!,4.42,164.4261,USD,,,"Revenues are starting to appear and losses are being reined in. It's just too small of a company for us to bother following too closely. If the growth continues, we'll do an update.",2017/06/29,https://www.nanalyze.com/2017/06/calyxt-ipo-talen-gene-editing-agriculture/
Nanotechnology,"Gene Editing",Avoiding,Cellectis,,,,,,CLLS,,#VALUE!,14.85,694.4418,USD,,,"Another company trying to monetize gene editing technology but failing to show steadily growing revenue streams.",2020/06/15,https://www.nanalyze.com/2020/06/guide-investing-gene-editing-stocks/
Nanotechnology,"Gene Editing",Avoiding,"Homology Medicines",,,,,,FIXX,,#VALUE!,6.86,391.5959,USD,,,"Developed their own gene editing platform but falls below our market cap threshold. Will be keeping an eye on how they progress.",2020/06/15,https://www.nanalyze.com/2020/06/guide-investing-gene-editing-stocks/
Nanotechnology,"Gene Editing",Avoiding,"Precision Biosciences",,,,,,DTIL,,#VALUE!,10.52,604.6931,USD,,,"Developed their own gene editing platform but falls below our market cap threshold. Will be keeping an eye on how they progress.",2019/03/08,https://www.nanalyze.com/2019/03/precision-biosciences-stock/
Nanotechnology,"Gene Editing",Avoiding,"Sangamo Therapeutics",,,,,,SGMO,,#VALUE!,11.34,1631.616,USD,,,"An OG of gene editing stocks and probably worth a closer look given their growing revenue streams. Need an update here.",2020/06/15,https://www.nanalyze.com/2020/06/guide-investing-gene-editing-stocks/
Nanotechnology,"Gene Editing",Avoiding,Synlogic,,,," ",,SYBX," ",#VALUE!,4.3,225.1833,USD," "," ","Mirna Therapeutics “pivoted” into a new business called Synlogic which is developing living therapeutics. Way below our $1 billion MC threshold and we avoid drug discovery biz models.",2018/01/31,https://www.nanalyze.com/2018/01/synlogic-synthetic-biology-stock/
Nanotechnology,"Gene Editing",Avoiding,"Yield10 Bioscience",,,," ",,YTEN," ",#VALUE!,8.54,41.5767,USD," "," ","This used to be a firm called Metabolix until they pivoted into the agtech stuff. Needs research update but given how small it is ($50 million market cap) it's not a priority right now.",2015/08/10,https://www.nanalyze.com/2015/08/metabolix-a-struggling-synthetic-biology-stock/
Nanotechnology,Graphene,Avoiding,"Applied Graphene Materials",,,,,,AGM.L,APGMY,#VALUE!,28,18.01476,GBp,,,"Graphene producers built it and nobody came. This company is now too small to even be on our radar anymore. We've waited, and waited, and waited. ",2020/06/14,https://www.nanalyze.com/2020/06/investing-in-graphene/
Nanotechnology,Graphene,Avoiding,"Directa Plus",,,,,,DCTA.L,DTPKF,#VALUE!,116,71.47425,GBp,,,"Graphene producers built it and nobody came. This company is now too small to even be on our radar anymore. We've waited, and waited, and waited. ",2020/06/14,https://www.nanalyze.com/2020/06/investing-in-graphene/
Nanotechnology,Graphene,Avoiding,"Haydale Graphene Industries",,,,,,HAYD.L,HDGHF,#VALUE!,7.3,31.04543,GBp,,,"Graphene producers built it and nobody came. This company is now too small to even be on our radar anymore. We've waited, and waited, and waited. ",2020/06/14,https://www.nanalyze.com/2020/06/investing-in-graphene/
Nanotechnology,Graphene,Avoiding,Versarien,,,,,,VRS.L,VRSRF,#VALUE!,36.3,70.47637,GBp,,,"Perhaps the largest of the graphene producers, Versarien seems to be getting some tractions but it's just not enough for a supposed miracle material. Revenues are slumping again.",2020/06/14,https://www.nanalyze.com/2020/06/investing-in-graphene/
Nanotechnology,"Medical Devices",Avoiding,"Nano-X Imaging",,,,,,NNOX,,#VALUE!,30.01,1428.327,USD,,,"We're going to wait until regulatory approval happens and revenues start trickling in before we take another look at Nanox.",2020/08/18,https://www.nanalyze.com/2020/08/nanox-imaging-reinvents-x-ray-machine/
Nanotechnology,Nanomaterials,Avoiding,Liquidia,,,," ",,LQDA," ",#VALUE!,2.61,135.6494,USD," "," ","Company developed a nano drug delivery platform which they sell as a service. They're also taking some of their own drugs to market. Revenues are a trickle and not growing.",2018/07/13,https://www.nanalyze.com/2018/07/liquidia-technologies-stock-ipo/
Nanotechnology,Nanomaterials,Avoiding,Nanoco,,,," ",,NNOCF," ",#VALUE!,24.2,73.97622,GBp," "," ","Quantum dots are used in 120 commercial televisions sets now. The tech has done just fine, this nano cap has not with revenues not able to breach the $10 million mark and trending in wrong direction.",2015/03/30,https://www.nanalyze.com/2015/03/nanocos-first-quantum-dot-televisions/
Nanotechnology,Nanomaterials,Avoiding,"Selecta Biosciences",,,,,,SELB,,#VALUE!,4.7,532.0099,USD,,,"Stock has been sinking over time and is now trying to resurrect itself. Revenues are starting to flow, but this is too complicated a platform for us to understand, so we're avoiding.",2016/06/13,https://www.nanalyze.com/2016/06/nanotechnology-ipo-selecta-biosciences/
Nanotechnology,Proteomics,Liking,Seer,,,,,,SEER,,#VALUE!,33.34,2044.832,USD,,,"Platform is still being validated by thought leaders who will determine the extent to which other customers are keen to adopt the product.",2020/11/28,https://www.nanalyze.com/2020/11/seer-stock-investing-proteomics/
Nanotechnology,Proteomics,Liking,"SomaLogic ",,,,,Y,SLGC,,#VALUE!,14,"Not available yet",USD,,,"We like what we’ve seen so far – which isn’t a whole lot because it’s a SPAC. We'll check back later when the dust has settled as shares trade at a 36.7% premium to what institutional investors paid.",2021/04/08,https://www.nanalyze.com/2021/04/proteomics-stocks-investing-proteins/
Nanotechnology,Proteomics,Avoiding,Codexis,,,,,,CDXS,,#VALUE!,22.12,1426.514,USD,,,"Customer concentration (64% of revenues from four clients) and uncertain cash flows that make the stock quite volatile.",2020/08/10,https://www.nanalyze.com/2020/08/protein-engineering-stock/
Nanotechnology,Proteomics,Avoiding,Quanterix,,,,,,QTRX,,#VALUE!,64.44,2341.53,USD,,,"We’re inclined to pass on the stock simply because we don’t have enough time and resources to understand the value proposition. We have a piece queued up to research the firm more.",2021/04/08,https://www.nanalyze.com/2021/04/proteomics-stocks-investing-proteins/
